og_id	tech	seq_date	code	stats	length	length_emma	seqlength_12s	seqlength_16s	seqlength_co1	cds_no	trna_no	rrna_no	status	genbank	rrna12s	rrna16s	atp6	atp8	cox1	cox2	cox3	cytb	nad1	nad2	nad3	nad4	nad4l	nad5	mad6	trna_phe	trna_val	trna_leuuag	trna_leuuaa	trna_ile	trna_met	trna_thr	trna_pro	trna_lys	trna_asp	trna_glu	trna_sergcu	trna_seruga	trna_tyr	trna_cys	trna_trp	trna_ala	trna_asn	trna_gly	trna_arg	trna_his	trna_gln
OG115	ilmn	231024	getorg1770	circular genome	16479	16479	948	1689	1551	13	22	2	all		950	1690	684	168	1554	691	786	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	73	69	68	71	71	67	72	69	73	72	69	69	71
OG116	ilmn	240313	v177getorg	circular genome	16479	16479	948	1686	1551	13	22	2	all		950	1689	684	168	1554	691	786	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	73	69	68	71	71	67	72	69	73	72	69	69	71
OG117	ilmn	240313	v177getorg	circular genome	16520	16520	948	1692	1548	13	22	2	all		950	1693	684	168	1551	691	785	1142	975	1045	352	1381	297	1839	522	68	73	73	75	71	69	73	70	74	73	69	69	71	71	68	71	69	73	72	69	69	71
OG118	ilmn	240313	v177getorg	circular genome	16479	16479	948	1686	1551	13	22	2	all		950	1689	684	168	1554	691	786	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	73	69	68	71	71	67	72	69	73	72	69	69	71
OG119	ilmn	240313	v177getorg	circular genome	16480	16480	948	1689	1551	13	22	2	all		950	1690	684	168	1554	691	786	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	73	69	68	71	71	67	72	69	73	72	69	69	71
OG12	hic	240509	v177getorg	circular genome	17332	17332	954	1698	1548	13	22	2	all		956	1699	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	73	73	74	70	69	72	70	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG12	hifi	230512	v3mitohifi	circular genome	17496	17496	954	1698	1548	13	22	2	all		956	1701	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	73	73	74	70	69	72	70	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG12	ilmn	230620	v177getorg	7 scaffold(s)	11452	11452	954	855	828	12	15	2	missing		956	857	591		831	691	785	309	681	558	349	777	297	1401	363	69	75	73	74	70	69			75	72	69	68	71						72	69	69	71
OG120	ilmn	230620	v177getorg	circular genome	16780	16780	954	1803	1548	13	22	2	all		955	1804	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	72	69	76	72	69	70	71	71	69	73	69	73	72	69	69	71
OG121	ilmn	230620	v177getorg	circular genome	16780	16780	954	1803	1548	13	22	2	all		955	1804	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	72	69	76	72	69	70	71	71	69	73	69	73	72	69	69	71
OG122	ilmn	230620	v177getorg	2 scaffold(s)	17379	16595	954	1698	1548	12	22	2	missing		955	1700	684	168	1551	691	785	1141	972	1046	349	1348		1839	522	68	74	73	74	71	70	73	69	76	72	69	70	71	70	69	73	69	73	72	70	69	71
OG123	ilmn	230620	v177getorg	circular genome	16872	16872	951	1686	1548	13	22	2	all		953	1689	684	168	1551	691	785	1141	975	1045	352	1386	297	1839	522	68	72	72	73	70	70	74	70	77	73	70	68	71	71	67	71	70	73	72	69	69	71
OG124	ilmn	230620	v177getorg	circular genome	17290	17290	954	1689	1548	13	22	2	all		956	1691	684	168	1551	691	785	1141	975	1045	352	1389	297	1839	522	68	72	72	74	70	69	73	71	76	73	69	68	71	71	67	72	69	73	72	69	69	71
OG125	ilmn	230620	v177getorg	circular genome	16725	16725	951	1707	1548	13	22	2	all		953	1708	684	168	1551	691	785	1141	975	1045	349	1381	297	1839	522	70	70	73	76	71	70	74	70	74	72	69	71	71	71	68	71	69	73	72	69	70	71
OG126	ilmn	230620	v177getorg	circular genome	16548	16548	948	1695	1548	12	22	2	missing		949	1697	684	168	1551	691	785	1141	975	1046	349	1381		1839	522	68	72	73	75	70	69	73	69	75	72	69	69	71	72	67	74	69	73	72	69	69	71
OG127	ilmn	230620	v177getorg	1 scaffold(s)	16734	16734	951	1707	1548	13	22	2	all		953	1708	684	168	1551	691	785	1141	975	1045	349	1381	297	1839	522	70	70	73	76	71	70	74	70	74	72	69	71	71	71	68	71	69	73	72	69	70	71
OG128	ilmn	230620	v177getorg	circular genome	16780	16780	954	1803	1548	13	22	2	all		955	1804	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	72	69	76	72	69	70	71	71	69	73	69	73	72	69	69	71
OG129	ilmn	230620	v177getorg	circular genome	16873	16873	951	1686	1548	13	22	2	all		954	1689	684	168	1551	691	785	1141	975	1045	352	1386	297	1839	522	68	72	72	73	70	70	74	70	77	73	70	68	71	71	67	71	70	73	72	69	69	71
OG13	hic	240423	v177getorg	circular genome	16494	16494	948	1695	1548	13	22	2	all		950	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG13	hifi	230209	v3mitohifi	circular genome	16494	16494	948	1695	1548	13	22	2	all	OG13.hifi.230209.v3mitohifi [organism=Lutjanus lemniscatus]  Lutjanus lemniscatus mitochondrion, complete genome	950	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG130	ilmn	230620	v177getorg	1 scaffold(s)	16734	16734	951	1707	1548	13	22	2	all		953	1708	684	168	1551	691	785	1141	975	1045	349	1381	297	1839	522	70	70	73	76	71	70	74	70	74	72	69	71	71	71	68	71	69	73	72	69	70	71
OG131	ilmn	230620	v177getorg	circular genome	16872	16872	951	1686	1548	13	22	2	all		953	1689	684	168	1551	691	785	1141	975	1045	352	1386	297	1839	522	68	72	72	73	70	70	74	70	77	73	70	68	71	71	67	71	70	73	72	69	69	71
OG14	hic	240207	v177getorg	circular genome	16785	16785	954	1806	1548	13	22	2	all		955	1808	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	72	69	76	72	69	70	71	71	68	73	69	73	72	68	69	71
OG14	hifi	230209	v3mitohifi	circular genome	16785	16785	954	1716	1548	13	23	2	all	OG14.hifi.230209.v3mitohifi [organism=Lethrinus nebulosus]  Lethrinus nebulosus mitochondrion, complete genome	955	1717	684	168	1551	691	785	1141	972	1046	349	1381	297	1839	522	68	74	73	74	70	70	72	69	76	72	69	70	71	71	68	73	69	73	72	68	69	71
OG15	hic	240207	v177getorg	circular genome	16504	16504	948	1701	1557	13	22	2	all		950	1703	684	168	1560	691	785	1142	975	1046	349	1381	297	1839	522	68	73	73	74	70	69	72	70	75	72	69	69	71	71	67	73	69	73	72	69	69	71
OG15	hifi	230413	v3mitohifi	circular genome	16504	16504	948	1701	1557	13	22	2	all	OG15.hifi.230413.v3mitohifi [organism=Pristipomoides typus]  Pristipomoides typus mitochondrion, complete genome	950	1703	684	168	1560	691	785	1142	975	1046	349	1381	297	1839	522	68	73	73	74	70	69	72	70	75	72	69	69	71	71	67	73	69	73	72	69	69	71
OG15	ilmn	230620	v177getorg	circular genome	16504	16504	948	1701	1557	13	22	2	all	OG15.ilmn.230620.v177getorg [organism=Pristipomoides typus]  Pristipomoides typus mitochondrion, complete genome	950	1703	684	168	1560	691	785	1142	975	1046	349	1381	297	1839	522	68	73	73	74	70	69	72	70	75	72	69	69	71	71	67	73	69	73	72	69	69	71
OG16	hic	240509	v177getorg	circular genome	16537	16537	951	1695	1548	13	22	2	all		954	1697	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	70	69	73	71	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG16	ilmn	230814	v177getorg	1 scaffold(s)	16546	16546	951	1695	1548	13	22	2	all		954	1697	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	70	69	73	71	75	72	69	68	71	70	67	72	69	73	72	69	69	71
OG179	ilmn	230814	v177getorg	circular genome	16508	16508	945	1692	1548	13	22	2	all	OG179.ilmn.230814.v177getorg [organism=Gasterochisma melampus]  Gasterochisma melampus mitochondrion, complete genome	947	1693	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	72	67	67	72	69	73	72	69	70	71
OG18	ilmn	230814	v177getorg	1 scaffold(s)	16658	16658	966	1608	1545	13	22	2	all		969	1610	684	165	1548	687	784	1144	968	1042	207	1381	297	1797	525	69	69	72	76	69	69	71	71	73	70	68	66	71	71	66	77	69	73	68	70	70	71
OG180	ilmn	230814	v177getorg	circular genome	16546	16546	954	1692	1557	13	22	2	all	OG180.ilmn.230814.v177getorg [organism=Scomberomorus commerson]  Scomberomorus commerson mitochondrion, complete genome	957	1693	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	72	68	66	73	69	73	72	69	70	71
OG181	ilmn	230814	v177getorg	circular genome	16513	16513	948	1692	1548	13	22	2	all	OG181.ilmn.230814.v177getorg [organism=Euthynnus affinis]  Euthynnus affinis mitochondrion, complete genome	949	1693	684	168	1551	691	785	1141	975	1047	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	67	68	72	69	73	71	69	70	71
OG182	ilmn	230814	v177getorg	circular genome	16537	16537	954	1710	1557	13	22	2	all	OG182.ilmn.230814.v177getorg [organism=Rastrelliger kanagurta]  Rastrelliger kanagurta mitochondrion, complete genome	957	1711	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	71	69	72	70	75	72	69	68	71	67	67	72	69	73	72	69	71	71
OG183	ilmn	230814	v177getorg	circular genome	16508	16508	945	1689	1548	13	22	2	all	OG183.ilmn.230814.v177getorg [organism=Cybiosarda elegans]  Cybiosarda elegans mitochondrion, complete genome	948	1690	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	67	68	70	69	73	71	69	70	71
OG184	ilmn	230814	v177getorg	circular genome	16570	16570	960	1713	1557	13	22	2	all	OG184.ilmn.230814.v177getorg [organism=Scomber japonicus]  Scomber japonicus mitochondrion, complete genome	962	1715	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	71	70	72	69	74	72	69	68	72	67	68	73	69	73	72	69	71	71
OG185	ilmn	230814	v177getorg	circular genome	16509	16509	948	1692	1548	13	22	2	all	OG185.ilmn.230814.v177getorg [organism=Auxis thazard]  Auxis thazard mitochondrion, complete genome	949	1693	684	168	1551	691	785	1141	975	1047	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	67	68	71	69	73	71	69	70	71
OG186	ilmn	230814	v177getorg	circular genome	16515	16515	945	1692	1548	13	22	2	all	OG186.ilmn.230814.v177getorg [organism=Allothunnus fallai]  Allothunnus fallai mitochondrion, complete genome	948	1693	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	67	68	71	69	73	71	69	70	71
OG187	ilmn	230814	v177getorg	circular genome	16569	16569	960	1713	1557	13	22	2	all	OG187.ilmn.230814.v177getorg [organism=Scomber australasicus]  Scomber australasicus mitochondrion, complete genome	962	1715	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	71	70	72	69	74	72	69	68	72	67	68	73	69	73	72	69	71	71
OG188	ilmn	230814	v177getorg	circular genome	16528	16528	945	1692	1548	13	22	2	all	OG188.ilmn.230814.v177getorg [organism=Thunnus albacares]  Thunnus albacares mitochondrion, complete genome	947	1693	684	168	1551	691	785	1141	975	1046	350	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	68	68	70	69	73	71	69	70	71
OG189	ilmn	240716	getorg1770	circular genome	16526	16526	945	1692	1548	13	22	2	all		947	1693	684	168	1551	691	785	1141	975	1046	350	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	68	68	70	69	73	71	69	70	71
OG19	ilmn	230814	v177getorg	circular genome	16706	16706	954	1668	1554	13	22	2	all		956	1671	684	168	1557	691	786	1145	975	1045	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	69	68	71	69	73	70	70	69	72
OG190	ilmn	230814	v177getorg	circular genome	16545	16545	954	1692	1557	13	22	2	all		957	1693	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	70	72	70	74	73	69	68	72	67	66	73	69	73	72	69	70	71
OG191	ilmn	230814	v177getorg	circular genome	16510	16510	945	1689	1548	13	22	2	all		948	1692	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	72	67	68	70	69	73	71	69	70	71
OG192	ilmn	240716	getorg1770	circular genome	16528	16528	945	1692	1548	13	22	2	all		947	1693	684	168	1551	691	785	1141	975	1046	350	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	71	68	68	70	69	73	71	69	70	71
OG193	ilmn	240313	v177getorg	circular genome	16509	16509	945	1689	1548	13	22	2	all		948	1691	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	71	69	72	70	74	73	69	68	72	67	68	70	69	73	71	69	70	71
OG194	ilmn	240716	getorg1770	circular genome	16537	16537	954	1710	1557	13	22	2	all		957	1711	684	168	1560	691	785	1141	975	1046	349	1381	297	1839	522	69	72	73	74	71	69	72	70	75	72	69	68	71	67	67	72	69	73	72	69	71	71
OG2	hic	240405	v177getorg	circular genome	16512	16512	951	1695	1548	13	22	2	all		953	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	71	68	72	69	73	72	69	69	71
OG2	hifi	230413	v3mitohifi	circular genome	16512	16512	951	1695	1548	13	22	2	all	OG2.hifi.230413.v3mitohifi [organism=Lutjanus carponotatus]  Lutjanus carponotatus mitochondrion, complete genome	953	1698	684	168	1551	691	785	1141	975	1046	349	1381	297	1839	522	68	72	73	74	70	69	72	70	75	72	69	68	71	71	68	72	69	73	72	69	69	71
OG2	ilmn	240716	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all		952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG20	ilmn	230814	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all		952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG206	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG206.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG207	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG207.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG208	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG208.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG209	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG209.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG21	ilmn	230814	v177getorg	circular genome	16698	16698	951	1665	1554	13	22	2	all		954	1666	684	168	1557	688	786	1145	975	1045	349	1381	297	1830	522	71	72	72	75	70	69	71	69	74	70	70	67	71	69	68	71	69	73	70	70	69	72
OG210	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG210.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG211	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG211.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG212	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG212.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG213	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG213.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG214	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG214.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG215	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all		952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG216	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG216.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG217	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG217.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG218	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG218.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG219	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG219.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG22	ilmn	230814	v177getorg	circular genome	16618	16618	957	1716	1566	13	22	2	all		958	1717	684	168	1569	691	784	1138	969	1054	349	1381	297	1842	522	69	74	73	74	70	69	74	71	74	74	69	67	71	67	65	72	69	74	73	70	69	71
OG220	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG220.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
OG221	ilmn	230607	v177getorg	circular genome	16703	16703	951	1662	1554	13	22	2	all	OG221.ilmn.230607.v177getorg [organism=Galeocerdo cuvier]  Galeocerdo cuvier mitochondrion, complete genome	952	1665	684	168	1557	691	786	1145	975	1042	349	1381	297	1830	522	70	72	72	75	70	69	72	69	74	70	70	67	71	70	68	73	69	73	70	70	69	72
